ID,min_year,max_year
1,1981,2102
2,1981,2102
3,1981,2102
4,1981,2102
5,1981,2102
6,1981,2102
7,1981,2102
8,1981,2102
9,1981,2102
10,1981,2102
11,1981,2102
12,1981,2102
13,1981,2102
14,1981,2102
15,1981,2102
16,1981,2102
17,1981,2102
18,1981,2102
19,1981,2102
20,1981,2102
21,1981,2102
22,1981,2102
23,1981,2102
24,1981,2102
25,1981,2102
26,1981,2102
27,1981,2102
28,1981,2102
29,1981,2102
30,1981,2102
31,1981,2102
32,1981,2102
33,1981,2102
34,1981,2102
35,1981,2102
36,1981,2102
37,1981,2102
38,1981,2102
39,1981,2102
40,1981,2102
41,1981,2102
42,1981,2102
43,1981,2102
44,1981,2102
45,1981,2102
46,1981,2102
47,1981,2102
48,1981,2102
49,1981,2102
50,1981,2102
51,1981,2102
52,1981,2102
